comment,label
Hasil sumbangan orang ramai! Terima kasih!#bantuanbanjir #daruratbanjir https://t.co/Oax7ROyZFY,m
"Misi Bantuan Banjir MUDA Kelantan di Kampung Gual Sitok dan Gual Periuk, Rantau Panjang, 01 Mac 2022. #DaruratBanjir @mudakelantan_ @partimuda https://t.co/ZO9N9u7GMD",m
"Bantuan Banjir MUDA Kelantan di PPS SK Gual Tok Deh , 28 Februari 2022. #DaruratBanjir https://t.co/iUowKOf4i5",m
"Sincerely, thank you everyone 🙏🏽🙏🏽

#banjir2022 #BanjirTerengganu #BanjirPantaiTimur #daruratbanjir https://t.co/4RCeClbLla",e
#SquadBanjero dah sampai Kuala Berang. Air makin naik. Sama-sama kita doakan segalanya terkawal. #DaruratBanjir #PrayForTerengganu https://t.co/hpIdvJIz4p,c
turun ke kawasan #daruratBanjir Pasir Mas https://t.co/jSxmNSiB4H,m
"Just found out 1 of my #DaruratBanjir volunteer’s home got broken into and equipments for cleaning work was stolen. Sigh. 

Can only just inform the sponsors along w a police report.",e
"Amazing experience 🙏

#DaruratBanjir #malaysiaflood @gurdwarasahibpj @SardarAmarraj @narinsardar https://t.co/syBT8k536p https://t.co/OKgAII8DZK",e
"MUDA Bangi telah cuba sebaik mungkin dengan bantuan sukarelawan MUDA, kini kami terus suarakan supaya keluhan mangsa banjir didengar. #mudasudahmula #DaruratBanjir",m
"Protecting The Earth starts with YOU. Along side to GSPJ Flood Foodbank, we also recycle boxes & plastics from the bulks items recieved. Till today we have sent out more than 30 trips (few tons) of recycling items to the recycling centre #recycle #environnement #DaruratBanjir https://t.co/64B9QEYdET",e
"meeting with YB Klang , YB Sijangkang , YB Subang dan YB Sentosa. 

Isu berkenaan air dan loji rawatan. 

Contracts bernilai 800juta telah diaward.

Air kat selangor ni kalau kurang, kurang sungguh. Kalau lebih, lebih sungguh! 

#airselangor #DaruratBanjir https://t.co/danhnZFv5f",c
"Packing ongoing currently at Gurdwara Melaka for flood victims of Gemas, Peringgit, Angkasanuri area.

#DaruratBanjir https://t.co/RCpxT8sKSp",c
"Pls help the Orang Asli at Bukit Tadom, Banting! Current needs as of 7 Jan

School Items: In picture
Others:Pinggan, Cawan, Spoon, Fork, Senduk, Jug

For more information, pls pm me 013-3017758 or visit my profile.
#DaruratBanjir 
#bantuanbanjir 
#banjir https://t.co/9xUuPEcbri",e
"Ni lah kediaman diorng skrg sbb rumah semua mmg total lost. PPS lak dah tutup sbb sekolah nak bukak kan.. nak tak nak terpaksalah hadap. Location: Kg Kelubi, Mentakab #bantuanbanjir #DaruratBanjir https://t.co/autVugci5G",c
Location: Kg Kelubi. 100% total lost kg ni. #bantuanbanjir #DaruratBanjir https://t.co/ZnQzX4aAxk,m
"Everytime when I see it start raining heavily, I feel worried 😟  I can't imagine how flood victim would feel. Stay safe 🙏 #daruratbanjir",e
"Perbezaan air banjir yang berlaku di Taman Sri Muda, Shah Alam pada tahun 1995 & 2021

Kredit: Suzie Mustapa 

(26-Years)
#DaruratBanjir https://t.co/ucjOTpjWvj",m
"Tabung Infaq..Wakaf Al-Quran.
#PascaBanjir.
#DaruratBanjir https://t.co/qyINERD883",m
"The single raindrop never feels responsible for the flood. Floods are 'acts of God,' but flood losses are largely acts of man. We must build dikes of courage to hold back the flood of fear. 🌊 

https://t.co/I5fTOgjjxW

#DaruratBanjir #flood #road #sardar https://t.co/vX5MQAbmUZ",e
"Ikuti langkah-langkah ini sebagai penyediaan menghadapi banjir - Apa yang perlu dilakukan sebelum, semasa dan selepas banjir. 

Kongsikan panduan ini kepada ahli keluarga atau rakan yang berada di tempat mudah alami banjir. (1/2)

#DaruratIklim #DaruratBanjir #ClimateEmergency https://t.co/22bcdqHLJz",c
"Nantikan slot Malaysia Petang Ini (Bernama TV) dgn tajuk 'Operasi Pasca Banjir RELA' bsama TPjR Hj. Md. Shah Rizal Zainal, Pengarah @RELA_Johor bmula 5 ptg ini.
#DaruratBanjir

@BernamaTV @KDNPUTRAJAYA @dhzhamzah @IsmailSaid087 @jonathanyasin @wandahlan @yahyakgc @SazaliZin https://t.co/WO5WpId1vh",m
Korang kalau nak hulur bantuan dari segi barangan dekat mangsa2 banjir ni xyah la anta dekat pps! Elok kasi direct dekat mangsa or pass dekat sesiapa org tgh yg boleh liaise directly dgn mangsa2 ni. #bantuanbanjir #daruratbanjir #RakyatJagaRakyat,c
"Politikus sebelum dapat jawatan dan selepas dapat jawatan.

#malaysia #Banjir2021 #Banjirselangor #banjir2022 #BanjirJohor #DaruratBanjir #kwsp #kwspicitra https://t.co/a0J5Su3o2Z",m
"4.1.2022 | 7.30pm | Raining evening, the volunteers decided to do extra family care packs packaging. 

They are working tiredlessly from 10am. Kudos to all. 

If you know anyone that need aid
Please WhatsApp +60102174556

@SikhInside @tashny #DaruratBanjir https://t.co/RSA2siYPBM",e
"Alumni Plkn (BSKN) Utara mengalu-alukan sumbangan barangan pembersihan untuk misi dan diagihkan segera kepada mangsa-mangsa banjir di  Pahang.

Untuk sebarang pertanyaan berkaitan sumbangan sila hubungi 010-3845515 ( syikin). 

#AlumniPlknUtara
#BSKN
#daruratbanjir
@fazri_hassan https://t.co/vavjlDFm78",m
"*Misi Bantuan Banjir Pahang*

2.01.2022 / Tempat pertama. 
Sumbangan AMK  Selangor kepada mangsa banjir ke Lanchang Pahang melalui Saudara Vediyappan Timbalan Ketua Cabang Temerloh. 

Moga mangsa banjir tabah menghadapi ujian dan cabaran ini. 

#AMKSelangor #DaruratBanjir https://t.co/5VBqJXTsRS",m
"6.10PM Loading of essentials items and care packs on going

Urgent Item as per 6pm 3.1.2021
- Water 500ml bottles
- Rice 5kg
- Covid Test Kits for volunteers
- Oil (3-5kg)

@SikhInside @tashny 

#DaruratBanjir https://t.co/krgZ4Kn8uQ",e
"...sambil nak pekena #1stBreakfast sambil bacha akan perihal mangsa #DaruratBanjir yang di-anaktiri-kan...

@IsmailSabri60 @tzafrul_aziz https://t.co/7AqSI7lXp4",m
Alhamdullilah dipermudahkan urusan utk menjalankan amanah pemberian pekakas sekolah kpd mangsa2 banjir Tmn Sri Nanding. Thanks a mil to my bbfs and generous donors especially. Semoga pemberian yg tak seberapa ini menjd manfaat buat yg menerima iAllah #DaruratBanjir https://t.co/jaR20t6cqB,c
"Hari ini, Mahasiswa Harapan turun Lubok China, Melaka untuk edarkan bantuan di kawasan terjejas. Berkat kutipan anda semua kami telah edar baucer @hariharihq bernilai RM2500, air mineral, air kotak dan makanan kering di PPS SMK Lubok China dan Surau Ramuan Kechil.

#DaruratBanjir https://t.co/naexOqBjiO",m
"Air sungai area temerloh naik balik! Sungai pahang dan sungai semantan naik balik!
#daruratbanjir",m
"Our volunteers in Maran, Pahang lead by @SardarAmarraj distribution of rations and other essentials to Perkampungan Orang Asli.

@SikhInside @tashny #DaruratBanjir https://t.co/3P4FFqBejj",c
"Terima kasih Chef Halim dan Kak Ani sebab bantu kami agihkan kepada mangsa banjir yang betul-betul memerlukan dapur masak di Shah Alam.

Kak Ani sempat titipkan doa untuk semua dermawan yang menyumbang agar dilapangkan rezeki dan dipermudahkan segala urusan. 

#DaruratBanjir https://t.co/3sKX0RKO6r",m
"Jauh perjalanan. Alhamdulillah geng Pahang malam tadi tido dengan selesa. Kesian mereka kesejukan. Power r King ni..
#BanjirDarurat 
#RakyatJagaRakyat 
#DaruratBanjir https://t.co/ryzIZ6dbgB",c
"Ready Stock, Ready to Deliver. Hubungi Team kami. (Link di Bio) #mismis #ubatgigi #berusgigi #daruratbencana #daruratbanjir #banjir2021 #banjir #fyp https://t.co/zJVxFCLyRN",c
Semoga semua selamat dan dipermudahkan 🤲🏻 #DaruratBanjir https://t.co/3uIsZkMrnL,m
Ranjau dan rintangan dilalui PAS Kawasan Kuala Kedah sewaktu menempuhi perjalanan ke Pahang. Namun tidak pernah sesekali mematahkan semangat untuk membantu mangsa-mangsa banjir. #banjir #pahang #DaruratBanjir https://t.co/3swq7k4dbu,m
"Boleh nampak air naik dr atas ni..sg Melaka dh melimpah.. ni sg sepanjang Melaka River Cruise lalu tu.. rumah tepi2 ni kene standby la.. hahaha aku kt atas ni pon ghisau nk keluar mcm mane takot jln byk tutup 

📍The Shore Hotel & Resident

#melakabanjir
#melaka 
#daruratbanjir https://t.co/Z5ykVhBKX9",c
"Selamat tahun baru 2022

Perutusan khas buat semua Keluarga Malaysia.

Alhamdulillah.. syukur pada Allah..
Terima Kasih PM..

Timah ❤️❤️❤️

#IsmailSabriPMKita #BekerjaBersamaRakyat #keluargamalaysia #BantuanBencanaBanjir #banjir #DaruratBanjir #KerajaanPrihatin https://t.co/9MIRPvR2xV",m
"Alhamdulillah.. syukur pada Allah..
Terima Kasih PM..

Timah ❤️❤️❤️

#IsmailSabriPMKita #BekerjaBersamaRakyat #keluargamalaysia #BantuanBencanaBanjir #banjir #DaruratBanjir #KerajaanPrihatin https://t.co/ruMq9CWjAJ",m
"After wearing muddy boots for over 6 hours, I can still feel the heavy boots on my feet while I am trying to sleep.
#DaruratBanjir https://t.co/ts6XAXiYhc",e
🆘🏳️😭 Lubok China #DaruratBanjir https://t.co/kQPFAWtx0a,m
😢 Lubok China #DaruratBanjir https://t.co/dCCWDkcdgx,m
"Tsunami dan gempa bumi tak pernah rasa dah buat macam ni. Kalau kiamat jadi ni aku tak reti lah. Selagi matahari tak terbit sebelah barat , masih ada peluang jadi jangan sia sia kan peluang yang masih kita ada sekarang https://t.co/WYvymm36nW",m
"Inspecting the legendary Mesilau Nature Resort which had been closed for three years due to the 2015 earthquake.

We concern about the repair the pathway to the resort and the progress of… https://t.co/7yef2Pt21U",e
"antara tanda2nya, gempa bumi semakin kerap.. bumi kita ni semakin tua kawan2.. https://t.co/U4zVSoHRL8",m
"Tp sedih sedikit bila teringat peristiwa gempa bumi. Selain nyawa manusia, tumbuhan pun musnah",m
Weyh ni ada earthquake ke ada construction kat area office aku ni? Weyh takde orang nak suruh evacute ke? Apasal semuaorang buat bodo ni aku dah bersedia nak lari!,c
"Entah kenapa, abang dapat merasa, akan berlaku satu bencana alam yang dahsyat di bumi Asia pada tahun 2019 ini. Gempa Bumi kemudian Tsunami yang sangat dahsyat, lebih dahsyat daripada Tsunami Aceh 2004 dan Tsunami Sendai 2011. Semoga kita semua dipelihara oleh-NYA. 😔",m
@Ayyennnnnnn @hanishalim5249 @hxqym Jahat. 99% kes jenayah dekat Malaysia semuanya disebabkan rakyat Kelantan. Banjir ke gempa bumi ke apa bencana alam semuanya berpunca dari Kelantan.,m
"Sejak dua menjak ni, aku punya mimpi agak menakutkan. Mungkin satu peringatan untuk sedar yg dunia ni dah tak lama. Mimpi tahi bintang jatuh, ombak besar melanda, gempa bumi. Berlari ketakutan 😕😢
Allah cuit hati untuk taubat",m
@ardnie Ok sis pasni jgn body shaming org dah ya. Kang dia bunuh diri terjun drp tingkat 3 baru u tau. Gempa bumi dgn 8.6 skala richter,c
@ulat_bulu_bulu last sekali tu earthquake ke,c
@MekSchu Peh tu terus tsunami sekali campur earthquake...,c
@alwinhimself Just strong wind. No earthquake.,e
Apahal office bergegar ni. Ada earthquake?,c
Mana kata gempa bumi,m
Padanlah semalam duduk atas kerusi and tangan atas meja belajar sambil scroll2 tpon terus rasa bergegar sekjap terus hati berdebar bilang gempa bumi kah ni tapi think positive jak bilang tu sebab mau mengantok kali tu rasa begitu and then dari tu pegi la tido https://t.co/4t0Yo19ZeK,c
"Salam ukhuwah, benarkah ada berlaku gempa bumi d Kota Marudu semalam gaisss??",c
@tyraBos Katanya gempa bumi,m
Mangsa earthquake gais . Moga takde ap ap https://t.co/UYYNSYtFpe,c
@thiyaashahjehan kan earthquake tuuu eeii apa peliknya,c
Earthquake kah? 🤔,c
erm gais? tengah gempa bumi ke ni,c
@nrlziqa Relax. Malaysia xde gempa bumi.,m
"Mohon Maaf buat warga Sri Medan, Batu Pahat kerana menyebabkan gegaran gempa bumi sebentar tadi..

Ya Allah! Sakannya budak debab ni berlari.. 😂😂 https://t.co/VG5xsWkupf",m
Gempa bumi akan..... https://t.co/KlxCD7l6Zx,m
@imanathilahh Orang terlalu ikut cerita cerita dongeng mastika. Panahan petir dan gempa bumi baru dipercaya tanda Allah murka.,m
"@amxr_syfq Hahahhaha kau saja je en 😂 ok. dia cam isu wuhan kan across border. bukan isu domestic dah. hence, other countries should contribute/help as little as they could so a symbol of courtesy? The role can be shifted/implied to other issues i.e fload/earthquake.",c
"Baru Januari. Mcm mcm benda jadi. Kapal terbang terhempas, virus, Kobe, Gempa bumi kat Turkey.",m
Turki gempa bumi dh. Ok gais nk kiamat dh ni,c
"January tak habis lagi.
After Coronavirus. Turki pulak gempa bumi.",c
Virus and then ada earthquake pulak .... weh seram....,e
Seharian x tido skrg ni aku sorg je dlm rumah ni yg rase gempa bumi,m
@ulat_bulu_bulu gemok sampai mencetuskan gempa bumi,m
"@BadriMuzamil_ bad, kita kalau dah penat sangat. gempa bumi berlaku pun kita takkan sedar wkwkwkwk",m
@RidzwanMahazan Gempa bumi lagi???? Situ mmg as normal as hujan kt Malaysia eh?,m
"Walaupun gempa bumi dgn magnitude 7.3, bangunan dia still intact eh ? Bagus betul.",c
@rhysrazali Oh ada tremors tadi ingatkan ada earthquake,c
@amldrss Bukan earthquake 😲,c
what’s dat? a bomb or earthquake i’m confuse,e
March (bukan 2021) akan berlaku banyak gempa bumi. Satu per tiga manusia dunia akan mati.,m
"@InjangNation Takut encik akhi kita terkejut
Dia rasa gegaran apa
Gempa bumi ka apa",m
@Daoh95 Xde piling bukan lagi sng roboh ke kalau earthquake? Hhm.....,c
@annazrulan ni gempa bumi lah,m
"Tdi kol mma, mcm biasa la mma pesan jgan tinggal solat, banyakkn bca alquran..bru masuk 2021 ni mcm2 sdh bencana jdi..dekat arab saudi, gurun sahara salji turun tebal gila..dkat indonesia gempa bumi, banjir, kapal terhempas, ramai ulama2 yang dh meninggal..",m
"Ya allah, time pandemik ni ada bnyak gempa bumi.",c
"The world is in chaos right now. Bencana alam, masalah politik lagi, masalah pencemaran lagi. Baru2 ni gempa bumi pulak kat sulawesi. Allahu baru bulan januari dah macam2 berlaku. 😭",c
"🌒 #Gempa bumi! #Earthquake! 5.8 M, 18:28 UTC Simanggang, Malaysia (1.35, 111.73), ↓241 km felt to 250 km (in Betong, Simanggang, Saratok…) by 555500 (https://t.co/Q6PXMj9R8H)",c
"org tgok aku makin diam, makin menjauh, makin tkdk perasaan. tapi org tktau apa yg aku alami, lalui, rasa dlm hati. mcm2 ada. dlm diri ni dh mcm gempa bumi yg gempa dia ditahan oleh badan aku. stress yakmat. daripada suka jadi tak suka, daripada semangat jadi tawar hati. stress..",c
@mhdnwaf Mun ktk.. Hmmm.. Sensor gempa bumi terus bunyi.. 😂 😂,c
Penat kan kalau study tak faham faham ni haih rasa bodo pun ada kenapalaaaaahhhhhh aku ambik earthquake ni 😢,c
@Hhhuuw3 Kau tunggu lps ni kena gempa bumi biar padan muka kau,m
Takut baca cerita pasai gunung berapi ni. Mulalah tak boleh tidur hmmm,m
Aku nk repeat bali balik..aku nk naik gunung berapi tu. jahanam! Fahmi jom!,m
@syhdtladwyyh Belakang tuuuu asap yang keluar dari gunung berapi. Amenda ntah nama dia lupo lak,m
"Don’t forget my dear,
The mountain is silent but has volcano inside.",e
Get well soon bagi sesiapa yg mengalami masalah kesihatan berikutan climate change... Hidratkan diri anda selalu..,c
Climate Change is a hoax? https://t.co/ytBYUqxZit,e
Still think climate change is a hoax? https://t.co/SiinQtt458,e
"Yo climate change is a real thing, forget USA #Malaysia needs to focus on this issue right away https://t.co/X9mQdIEMFr",e
Good night everyone except people who think Climate change is a myth https://t.co/1a2kyy6KEb,e
"things people wont change their mind no matter how much proof and experience you throw at them:

- gay is natural
- transgender
- poor students
- climate change
- apa lagi eh?",c
This little girl is nominated for Nobel peace prize. The disarming case to act right now on climate change (Greta Thunberg | TEDxStockholm) https://t.co/cFiseqp0I1 via @TEDTalks,e
I seriously just bathe and I am already sweating! Climate change is real yall,e
"@GulBukhari Madam minister Climate Change doesn't mean there are less rain even excessive rains snowfall, something that is abnormal is also due to climate change. We don't have required natural forest cover these snowfalls & precipitation can cause heavy floods in monsoon",e
"@KelawarMY @DrDzul Faham.
Sebab tu aku jugak faham yang rokok termasuk dalam bidangkuasa  kementerian kesihatan. Sebab tu menteri kesihatan ada kuasa keluarkan arahan.

Pembuangan sisa toksik bukan dalam bidangkuasa menteri Menteri Tenaga, Sains, Teknologi, Alam Sekitar dan Perubahan Iklim.",m
"Energy, Science, Technology, Environment and Climate Change Minister Yeo Bee Yin had revealed that 25 rivers — 16 in Johor, five in the Klang Valley, three in Penang and one in Melaka — were categorised as class five.
https://t.co/cl6a0BKGln",e
Climate change rally ni elok demo malam kot. Panas sial,c
"Fokus utama buat masa ini adalah pembersihan sungai yang dijangka berlangsung tujuh hari dan kerajaan harap kurang daripada itu, kata Menteri Tenaga, Sains, Teknologi, Perubahan Iklim dan Alam Sekitar Yeo Bee Yin.

#parlimen #malaysiagazette https://t.co/7EIfzQrfuj",c
@shahada1910 Itu yabg ditulis dalam Quran. Yang tak ditulis jangan pandai-pandai tafsir. Ada banyak perkara yang lagi sesuai dan tepat untuk disandarkan seperti pengurusan alam sekitar yang teruk mengakibatkan climate change. Fikir yang ni dulu.,c
"Maybe it's the fixation on the "" end of times "" that some people are reluctant on addressing climate change. 

I thought part of being a Khalifah atas muka bumi adalah menjaga alam bukan menenggelamkannya akibat kerakusan manusia? https://t.co/2IP4YFAehv",c
"Creating a learning organisation requires 3 things - treat it like a marriage, find bright spots and the purpose. Done well, People Developers can create the atmosphere, change the climate and create the culture of a learning organisation. @hsern speaks at Disrupt HR https://t.co/hbK5NNLnxC",e
@afqizzdn haha but no matter what capitalist is the main reason of climate change. we as a consumer have to stop using the bad products hence no profit towards the capitalist to further the investment.,e
Hahaha ni lawak. Geologist cakap photosynthesis cukup counter climate change. 🤣 https://t.co/81SSf2Znmg,c
"The World Is Losing Fish to Eat as Oceans Warm, Study Finds https://t.co/FJXRk4WBJ1 Fish make up 17 percent of the global population’s intake of protein, and as much as 70 percent for people living in some coastal and island countries",e
Teachers support students in their fight against climate change https://t.co/0qYlOWwArb,e
"@JuliusGoat I cannot abide the cynicism of accusing children of having dark political motives. But I suppose it shows the layers of climate change denialism. Indeed, refusing to engage with the most impacted is a form of denial.",e
"Dear Malaysia, pls be ready for climate change 🙏🏻 time is coming close",e
people aint give a shit bout the climate change huh,e
Trump je yg tak percaya pasal climate change tu https://t.co/7YwNIOpmQ5,c
Climate change are a scary thing. The Earth are getting old and sick of this flat earth believer,e
Climate change ke buat badan rasa exhausted hahaha penat tp tkde buatpe pun harini haha,c
This hot weather. Climate change is real,e
"‘Climate change’ is actual an emergency. Not a national emergency, but a global emergency. https://t.co/W3z3YybesW",e
"We need more activist like Maya Karin to create awareness about the climate change, animals and mother nature.",e
@MatPe_Ning Tak sgka betul Mat effect dia smpai ke climate change. Jum kita jadi Vegan! 😆,c
Can Malaysia change the climate-change?,e
"If y'all still don't think that global warming is a real thing,  then read this https://t.co/hPElZOOkZj",e
But of course the orange cheeto in the Whitehouse will say this is proof that climate change isn't real. https://t.co/KY5T8vWljO,e
"For a more sustainable future let us dream big on Malaysia 🇲🇾 & let us dream big on the world 🌎Minister of Energy, Science, Technology, Environment & Climate Change YB Yeo Bee Yin at the Sustainable Business Award Malaysia 2018 @PwC_Malaysia #sustainability https://t.co/zFjSjcpwoC",e
"Climate change is real, urgent actions by the global actors are required to ensure the safety & security of small nation like us. #Maldives #ClimateAction #climatechange https://t.co/sXADra2AR3",e
"yeah, just like climate change is a lie. https://t.co/wJWXJtG3xu",e
"I was a little disappointed that Tun M did not take this chance to put forward his vision of Malaysia post GE- in terms economic policies, human rights, climate change, new energy etc. #OxfordUnion",e
do some research on climate change movement and it is fair to say that Im so fucking scared for another 10yrs and wondering if our earth can make it til the end 😭,e
"Virus, bacteria and even your body cells go through natural DNA/RNA mutations every second. Along with other variables like climate change for example, some mutations thrive. Why u think resistance happens? Why do u think HIV difficult to treat? https://t.co/UmF2YBiOxz",e
"The end is near, climate change is real. Sudahkah anda bertaubat harini?",c
"“Penang South Reclamation project (PSR) - too massive, too expensive & will destroy ecosystems & impoverish local fishermen” #IAIS forum on ‘The Impact of Climate Change & Human Caused Hazards on Marine Environment in Malaysia” #PenangTolakTambak #PTMP https://t.co/pByLlURFDt",e
Climate change is a serious matter. Never take it as a joke.,e
@yours_heidi Words can be misleading. I’m not even mengamuk? More like curious on how they can think that way. Like and how it is unsustainable? Is is a bigger issue that climate change? Sorry if you perceive my tweet that way. I’m really curious like apa yang aku baca ni??? You know...,c
"To be fair to @yeobeeyin's ministry this year's road map includes climate change.

Can check @MyMESTECC website oso. https://t.co/kloigC8eh8 https://t.co/A7XpUDJZP9",e
"Manusia punca utama yang menyebabkan 'climate change', tapi banyak negara utama dunia masih lagi menyokong 'climate change denial' sebagai pemimpin utama mereka.",c
"Dan saya rasa jika bala bencana 'climate change' itu datang, kita yang kisah ke, yang tak kisah ke semua akan kena sekali walaupun kita tak bersalah.",c
"Bila dengar kesan climate change ini sepanjang usia remaja dan awal dewasa, (2010 - 2020)aku rasa semakin lama semakin menjadi jadi. Dan aku rasa sangat takut bertapa ignorantnya dan uselessnessnya kita ini.",c
Sebab manusia hidup pentingkan diri sendiri termasuk diri sendiri. Makanya jika bala itu datang habis kita semua sebab tak kurangkan effect climate change.,c
"Bila fikir balik, aku rasa kalau kita je yang kisah pasal climate change, orang lain tak kisah, kita buat kisah mcm mana pun kita akan dapat impact climate change tu jugak",c
"Kes influenza,kes pneumonia wuhan la...ya allah takut la dunia sekarang....dgn bencana alam,climate change lagi ...perang2 la...",c
Td Prof tya siapa nama Menteri Climate Change tu. i tak tahan nk gelakkk !! Hahaha,c
"bukan bermaksud aku x concern envi climate change apatu,  but at least u came up with plan,  lepastu counter mcm mna nk solve isu open burning utk agriculture ni selain dri open burning ni",c
Climate change are now real guys. Please take care of ourselves and our surrounding.,e
Sedihnya half a billion animal died due to Australian fires. (Climate change). Last year amazon.. mcm tak lama dah bumi ni,c
@bruce_bear @IzmirXimo Ya middle skrg bukan mcm dulu. Mcm dulu pun masa afghanistan war pun diorang looser gak. Orang concern pasal climate change dia sebok nak perang. Bodoe,c
@AdmFairuz Kann !! Capitalist nampak duit jer manjang hurgh. Skrg dh 2020 berapa % je kerajaan focus on climate change ni,c
"I’m so happy with what YB @yeobeeyin and @MyMESTECC have been working on. Establishment of MGCC, for example, is very much needed. This Climate Change Centre can provide many job opportunities too! Good job 🌱💪🏻",e
"One of the major contributor of climate change is deforestation, by attending this meeting there's a possibility that the participant need to agree on certain steps to avoid global warning. Kalau tak boleh balak Pak lebai boleh cukur janggut je, tak best lah tak boleh cukur hutan https://t.co/GysEPpGbqn",c
Malaysia not invited atas alasan negara adalah tempat pelupusan plastik terpakai. #kerajaeisley https://t.co/PyvZ6A2Drg,m
Ahli sihir boleh merubah sampah jadi bersih dan kebal perubahan iklim. https://t.co/bYK06y7xhl,m
We are lagging in political climate. Climate change not noted here. Cameron Highlands raped. https://t.co/c07sDYj2dD,e
"Climate change doesn’t have to be big initiatives, one shd start small and improve gradually. If you start big, you’ll break easily - it’s unsustainable. Like a tiny seed, a big change takes time and effort to grow.",e
"Perubahan iklim dengan isu wanita pun boleh bercampur? Kahkahkah. It’s international issues btw. 

Patut benak 😂😂 https://t.co/Kzhc0ekTES",c
Daripada aku take action isu climate change baik aku bagi hadiah tak dekat activist an. Mudah sikit. https://t.co/Ue5NtiQyrZ,c
"@oman_yusoef Climate change. Sekarang final phase monsun timur laut tu yg panas sikit. Malaysia will be receiving rain end of this month probably, jakarta tatau la😗",c
Muhyiddin Yassin I want to tell you that you don’t have a cohesive climate change plan stop acting like a politician and start talking to your constituents https://t.co/229Qvnl8go,e
"""Climate change is sexist""

Bahan bacaan untuk sakit kepala..👍
https://t.co/tegZoaC3Ex.",c
"""Planting trees at the scale necessary to combat climate change is unrealistic, Natural solutions can't reach the scale needed to achieve net-zero emissions,  climate restoration""

Sia2 nangis penat tanam pokok berjuta-juta..🤭

https://t.co/gQQGGgbIG9",c
"Need the next party with more serious manifesto and address on climate change, global warming. Panas bahang tu terasa, even on IIUM.",c
"and have been in the renewables industry for just over two years, but I'm hoping sooner or later I get to do climate change work full time. When that happens, I hope to rekindle my interests in other fields under the environment, especially on forestry and orang asli.",e
but I know now that something like an economics degree would've sufficed. I say this because i think it was my involvement with climate advocacy work that landed me my job in the renewables field in the first place. I've been doing climate change work voluntarily ever since 2017,e
"Greenie meroyan bila usik pokok dan tanah sebab merosakan alam dan Climate Change.

Sumber semulajadi GHG nak simpan pulak.",c
"Dia buat sibuk dah..

 https://t.co/BO6mFxqy84",m
"Nak tanam berjuta pokok dengan harapan nak kawal Climate Change memang hanya nampak suci murni je, keberkesanannya nak simpan CO2 terlalu perlahan, tak sempat nak kejar.

Kalau nak nampak cool, boleh..go ahead.

Sampai kesudah kena kencing.
 https://t.co/ktmsTyezPR",c
"@shamsul__kamal @DrAdhamBaba Pa Ngah, saya tak tahu pasal Najib masuk jel, tetapi yang lain-lain itu pasca akan jadi kenyataan, jika tabiat manusia tak ambil berat krsisis cuaca (climate change)",c
macam semalam duk menyembang pasal climate change penyebab gurun sahara turun salji. ketat betul muka sampai aku takboleh bezakan tengah dengar ke tengah nganjing hahaha,c
"Climate change ni apa? Global warming ni apa? Apa susah, kalau panas kita switch on aircond. Kalau bil electric naik sbb aircond kita salahkan TNB or gomen. Kan senang. Always ada org untuk kita salahkan. So Why worry about climate change or global warming kan.",c
"@notarifff Sg huh, never fail to fuck us up. I hope climate change comes sooner. Wanna watch that place sink.",e
"@sugarsoapkid @BarackObama Bro , climate change effects will affect everyone everywhere and beyond our short lifespans.

Sokay if u dont want to think beyond your lifespan",e
"@harishfarhan .... and also due to climate change. But people need to know that human activities (people with power included) exacerbate climate change. Biasalah mainstream media, they refuse to let people be informed.",e
"@triplennns It’s both, though. Climate change IS a part of the reason for the floods.",e
"The flood in Pahang is NOT climate change, it is GREED",e
We accelerate the effect of climate change with our own hands whether we realize it or not. 😭,e
"Climate change is real, but there are not much of actions when it doesn't concern us, at least not directly 🤷🏻‍♂️",e
"Aku rasa dah 2021 ni tiba masanya untuk khutbah & tazkirah titikberatkan lagi amal makruf nahi mungkar yang fokus kat penjagaan alam sekitar, climate change, kesihatan etc instead of fokus pada cegah maksiat, lgbt, tutup aurat etc. https://t.co/ZjUcpJG64I",c
"@NadiaAzlan @adrnnsfl Only Allah has the power to stop everything from happening. Floods also are more likely by the more extreme weather patterns caused by long-term global climate change, not necessarily from logging. Not defending YDPA but we don't know what the true causes yet for the floods.",e
Mana Ada climate change. Kat Malaysia tak kena. Tipu jer ni. Banjir kat Malaysia tu bukan sbb climate change. Banyak lagi benda yg Penting nak risau macam artis mana putus tunang etc etc etc https://t.co/31HagWuz8R,c
Sarapan pagi tadi. Plantbased is way to go if you want to be part of the change and fighting climate change. https://t.co/FJGzeq8uug,e
"This isn't the first time we have been hit with the consequences of climate change in Malaysia. The consequences of OUR actions. And it won't be the last. We have been ignorant and selfish. Hopefully, after this, we will be able to make quality change. 😩😭",e
Uncontrolled logging tu penyebab climate change. https://t.co/vTZ0ZPgdng,c
Generasi kte dah boleh start bersuara dah part climate change ni. Dah xboleh ignore sbb skrang climate change dah masuk skala besar https://t.co/DnbMADywuu,c
Its very hard to mitigate with climate change because we are not used at thinking of long term. https://t.co/LZKLP7S6Rt,e
Boleh tengok mcm mana teruk nya hakisan pantai di Terengganu tu kalau tak percaya sgt pasal climate change ni.,c
Also related to climate change. Global warming. Kerajaan dah kena bagi perhatian lebih kepada CC ni. https://t.co/mFBB1btevh,c
